0,2.2129344
0.033333333,2.6311048
0.066666667,3.42037384
0.1,4.4129596
0.133333333,5.4399396
0.166666667,6.3191748
0.2,6.85766
0.233333333,7.0086884
0.266666667,6.820424
0.3,6.2515508
0.333333333,5.4291932
0.366666667,4.4953572
0.4,3.5676028
0.433333333,2.8015844
0.466666667,2.31625352
0.5,2.2026156
0.533333333,2.51028732
0.566666667,3.2093656
0.6,4.1769076
0.633333333,5.1868028
0.666666667,6.1047096
0.7,6.760088
0.733333333,6.9959016
0.766666667,6.8914368
0.8,6.4078748
0.833333333,5.6425256
0.866666667,4.7125224
0.9,3.7697968
0.933333333,2.95835296
0.966666667,2.4051896
1,2.1961088
1.033333333,2.4238568
1.066666667,3.0332168
1.1,3.9496684
1.133333333,4.9905228
1.166666667,5.9484944
1.2,6.659286
1.233333333,7.0017352
1.266666667,6.970812
1.3,6.546656
1.333333333,5.8361956
1.366666667,4.9193918
1.4,3.9801422
1.433333333,3.13598664
1.466666667,2.501837
1.5,2.2125406
1.533333333,2.3345352
1.566666667,2.85713
1.6,3.719
1.633333333,4.7181132
1.666666667,5.7065552
1.7,6.5050604
1.733333333,6.966574
1.766666667,7.023338
1.8,6.700782
1.833333333,6.0576392
1.866666667,5.1665492
1.9,4.213902
1.933333333,3.3295072
1.966666667,2.624858
2,2.24954544
2.033333333,2.2619444
2.066666667,2.7004048
2.1,3.46741944
2.133333333,4.45333344
2.166666667,5.4635584
2.2,6.2988332
2.233333333,6.8510772
2.266666667,7.0008948
2.3,6.7873912
2.333333333,6.2222588
2.366666667,5.4034764
2.4,4.45416656
2.433333333,3.536482
2.466666667,2.78215056
2.5,2.2973988
2.533333333,2.2186226
2.566666667,2.5628572
2.6,3.2774408
2.633333333,4.2411448
2.666666667,5.2468676
2.7,6.14367
2.733333333,6.763506
2.766666667,6.99455
2.8,6.8554236
2.833333333,6.359934
2.866666667,5.5853528
2.9,4.6555472
2.933333333,3.73471
2.966666667,2.9371476
3,2.39598832
3.033333333,2.20231584
3.066666667,2.45835616
3.1,3.0872968
3.133333333,4.0142282
3.166666667,5.0189192
3.2,5.9596412
3.233333333,6.6500152
3.266666667,6.9875508
3.3,6.931098
3.333333333,6.5055236
3.366666667,5.7878484
3.4,4.8970884
3.433333333,3.9460588
3.466666667,3.115204
3.5,2.4998804
3.533333333,2.2210184
3.566666667,2.36154296
3.6,2.8998764
3.633333333,3.75505096
3.666666667,4.75865784
3.7,5.7401276
3.733333333,6.5070344
3.766666667,6.9392224
3.8,6.9741872
3.833333333,6.6464372
3.866666667,5.9916576
3.9,5.1256372
3.933333333,4.1796416
3.966666667,3.3031972
4,2.6288086
4.033333333,2.2583606
4.066666667,2.3029216
4.1,2.75763
4.133333333,3.54847504
4.166666667,4.5176872
4.2,5.5201692
4.233333333,6.347532
4.266666667,6.8669972
4.3,6.993018
4.333333333,6.7557988
4.366666667,6.16729
4.4,5.3443464
4.433333333,4.3970514
4.466666667,3.4907318
4.5,2.7697272
4.533333333,2.32252532
4.566666667,2.2618384
4.6,2.6273156
4.633333333,3.3453588
4.666666667,4.2961312
